inn,name,revenue,revenue_year,okved_main,employees,site,region,contacts,description,source,segment_tag,rating_ref
7730213191,ПРОМОМАРКЕТ,622.833254616221,2023,73.11,207.0,https://промомаркет.ru,Санкт-Петербург,тел: +7 (333) 931-13-65,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7710479230,ЭВЕРЕСТ BTL,820.0747460408891,2023,73.11,170.0,https://эверест.ru,Екатеринбург,тел: +7 (433) 843-10-21,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7704220610,БРЕНДКОМ BTL,1863.6770475828635,2023,73.11,258.0,https://брендком.ru,Санкт-Петербург,тел: +7 (816) 940-63-75,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7713812345,ИВЕНТ КРЕАТИВ ГРУПП,1173.1706836158805,2023,73.11,288.0,https://ивенткреативгрупп.ru,Новосибирск,тел: +7 (832) 692-34-49,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7714708230,ИМПУЛЬС МАРКЕТИНГ,1339.2054879977006,2023,73.11,249.0,https://импульсмаркетинг.ru,Екатеринбург,тел: +7 (940) 766-60-24,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7702301360,КРЕАТИВ ПРОМО,335.7163964861133,2023,73.11,164.0,https://креативпромо.ru,Санкт-Петербург,тел: +7 (797) 875-35-15,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7713750230,СОБЫТИЕ ПЛЮС BTL,1578.2280211160892,2023,73.11,196.0,https://событиеплюс.ru,Новосибирск,тел: +7 (192) 186-34-29,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7710809230,АРТ ПРОМОШОУ,755.7205082304441,2023,73.11,27.0,https://артпромошоу.ru,Екатеринбург,тел: +7 (895) 864-46-69,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7708801234,ПРОМО СТАНДАРТ,559.6536635466985,2023,73.11,66.0,https://промостандарт.ru,Екатеринбург,тел: +7 (759) 870-23-11,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7711805678,БИЗНЕС ИВЕНТ,1436.9243783927402,2023,73.11,41.0,https://бизнесивент.ru,Новосибирск,тел: +7 (927) 358-86-98,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7712809012,МАРКЕТ КОНТАКТ BTL,403.9362884768549,2023,73.11,113.0,https://маркетконтакт.ru,Новосибирск,тел: +7 (910) 751-43-45,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7713803456,ПРОДВИЖЕНИЕ ПЛЮС BTL,1048.1389933956004,2023,73.11,134.0,https://продвижениеплюс.ru,Москва,тел: +7 (123) 925-36-87,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7731346305,КРОСС ДИДЖИТАЛ BTL,2040.8629167808235,2023,73.11,283.0,https://кроссдиджитал.ru,Новосибирск,тел: +7 (312) 328-15-89,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7709782002,ГРУППА АЙС BTL,2882.882188909721,2023,73.11,140.0,https://группаайс.ru,Москва,тел: +7 (358) 370-75-33,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7701960258,МИРАКЛ МЕДИА BTL,1057.5650421294868,2023,73.11,160.0,https://мираклмедиа.ru,Екатеринбург,тел: +7 (910) 480-82-45,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7714758361,СЭЙЛЗ МАСТЕР BTL,776.6463638073302,2023,73.11,89.0,https://сэйлзмастер.ru,Санкт-Петербург,тел: +7 (650) 700-81-29,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7709023289,АРТИКОМ BTL,2526.67247647938,2023,73.11,85.0,https://артиком.ru,Санкт-Петербург,тел: +7 (422) 526-41-27,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7707074541,БИЗНЕС-ПРЕСС BTL,1979.1397103986542,2023,73.11,82.0,https://бизнес-пресс.ru,Санкт-Петербург,тел: +7 (357) 294-43-92,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7727540070,ИМА BTL,2650.9180991679455,2023,73.11,230.0,https://има.ru,Новосибирск,тел: +7 (180) 234-54-18,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7701168881,КОНТАКТ BTL,2516.186150077678,2023,73.11,176.0,https://контакт.ru,Санкт-Петербург,тел: +7 (927) 902-38-54,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7707055077,МАРКОМ BTL,2873.5172693355516,2023,73.11,44.0,https://марком.ru,Новосибирск,тел: +7 (342) 645-78-44,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7708503725,МЕДИА КЛАСС BTL,2557.1677595747738,2023,73.11,268.0,https://медиакласс.ru,Санкт-Петербург,тел: +7 (197) 587-28-95,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7720546860,МОЯ РЕКЛАМА BTL,1823.4132339053976,2023,73.11,264.0,https://мояреклама.ru,Санкт-Петербург,тел: +7 (686) 718-46-78,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7704094567,ПРЕСТИЖ BTL,760.4258114146337,2023,73.11,296.0,https://престиж.ru,Москва,тел: +7 (309) 169-44-94,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7714823456,ПРОДВИЖЕНИЕ BTL,1110.3273363354892,2023,73.11,52.0,https://продвижение.ru,Новосибирск,тел: +7 (775) 546-51-99,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7701201234,ПРОМО ИНТЕРНЭШНЛ,472.2469267419871,2023,73.11,296.0,https://промоинтернэшнл.ru,Новосибирск,тел: +7 (630) 651-56-49,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7705345678,РЕКЛАМНЫЙ ДАЙДЖЕСТ BTL,1597.4247535958327,2023,73.11,155.0,https://рекламныйдайджест.ru,Екатеринбург,тел: +7 (580) 308-22-91,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7728563456,РЕСПУБЛИКА BTL,2853.676407660433,2023,73.11,40.0,https://республика.ru,Санкт-Петербург,тел: +7 (407) 454-71-14,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7710987654,СОВА BTL,1229.6218893717373,2023,73.11,169.0,https://сова.ru,Санкт-Петербург,тел: +7 (132) 409-21-25,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7709123456,СОЮЗ BTL,628.753175939014,2023,73.11,262.0,https://союз.ru,Екатеринбург,тел: +7 (932) 562-14-19,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7712123456,ТАРГЕТ МЕДИА BTL,1750.0508878255023,2023,73.11,196.0,https://таргетмедиа.ru,Москва,тел: +7 (793) 562-88-87,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7715123456,ТОЧКА ОПОРЫ BTL,2246.384354869544,2023,73.11,168.0,https://точкаопоры.ru,Екатеринбург,тел: +7 (675) 970-14-22,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7708123456,ФАБРИКА КОММУНИКАЦИЙ,885.2123584775804,2023,73.11,128.0,https://фабрикакоммуникаций.ru,Новосибирск,тел: +7 (589) 184-39-15,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7716123456,ЭКСПЕРТ МЕДИА BTL,2111.1999819237217,2023,73.11,40.0,https://экспертмедиа.ru,Новосибирск,тел: +7 (462) 287-14-19,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7710456789,ЮНИКОМ BTL,867.0483602561804,2023,73.11,109.0,https://юником.ru,Санкт-Петербург,тел: +7 (591) 610-26-90,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7709876543,ЯРКИЙ МИР BTL,2521.7806040633573,2023,73.11,149.0,https://яркиймир.ru,Москва,тел: +7 (595) 882-88-48,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7713987654,АКТИВ МЕДИА BTL,1131.339604538447,2023,73.11,222.0,https://активмедиа.ru,Москва,тел: +7 (319) 736-18-21,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7714987654,ВЕКТОР BTL,2554.1027947296448,2023,73.11,180.0,https://вектор.ru,Москва,тел: +7 (363) 949-95-15,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7709123987,ДЕЛОВЫЕ ЛИНИИ BTL,2541.4401305861893,2023,73.11,203.0,https://деловыелинии.ru,Екатеринбург,тел: +7 (277) 738-99-68,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7708123987,КЛИК МЕДИА BTL,1649.839539682431,2023,73.11,54.0,https://кликмедиа.ru,Санкт-Петербург,тел: +7 (151) 421-57-15,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7712987134,МЕДИА ХОЛЛ BTL,2417.8523826630944,2023,73.11,141.0,https://медиахолл.ru,Санкт-Петербург,тел: +7 (992) 251-94-51,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7704987132,СТРАТЕГИЯ BTL,2554.19979060557,2023,73.11,222.0,https://стратегия.ru,Новосибирск,тел: +7 (262) 708-98-65,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7710774908,ВОЛНА BTL,2066.725329185567,2023,73.11,114.0,https://волна.ru,Москва,тел: +7 (926) 936-50-98,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7705011331,ГРУППА КОМПАНИЙ АДВ BTL,798.6129479126288,2023,73.11,218.0,https://группакомпанийадв.ru,Москва,тел: +7 (396) 890-85-55,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
7736208985,ДИДЖИТАЛ НЬЮС МЕДИА BTL,1824.3561315598333,2023,73.11,79.0,https://диджиталньюсмедиа.ru,Санкт-Петербург,тел: +7 (989) 684-88-71,"Комплексное BTL-агентство полного цикла. Услуги: промо-акции, ивенты, мерчендайзинг, бренд-активация.",realistic_mock_data,"BTL,EVENT",static_test_list_with_inn
